,weight
"X,X,WKB,X,X,X,WH,WR,WK,X,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,BP,X,X,X,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,X,BR,X,BQ,X,X,BQB,X,BR",-0.020703845632934897
"X,X,X,X,X,X,WH,WR,WK,WKB,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,BP,X,X,X,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,X,BR,X,BQ,X,X,BQB,X,BR",-0.018821677848122633
"X,X,X,X,X,X,WH,WR,WK,WKB,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,X,X,X,X,BH,X,BP,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,X,BR,X,BQ,X,X,BQB,X,BR",-0.01711061622556603
"WKB,X,X,X,X,X,WH,WR,WK,X,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,X,X,X,X,BH,X,BP,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,X,BR,X,BQ,X,X,BQB,X,BR",-0.015555105659605481
"WKB,X,X,X,X,X,WH,WR,WK,X,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,X,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.01414100514509589
"WKB,WK,X,X,X,X,WH,WR,X,X,X,X,X,X,X,WQ,X,X,X,BKB,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,X,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.012855459222814444
"WKB,WK,X,X,X,X,WH,WR,X,X,X,X,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,BKB,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.011686781111649494
"X,WK,X,X,X,X,WH,WR,X,WKB,X,X,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,BKB,X,X,X,BH,X,X,X,X,X,BP,X,X,X,X,BP,X,X,X,BK,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.010624346465135902
"X,WK,X,X,X,X,WH,WR,X,WKB,X,X,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,WH,X,WP,X,X,BKB,X,X,X,BH,X,X,X,X,X,BP,BK,X,X,X,BP,X,X,X,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.009658496786487183
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,X,WP,X,X,BKB,X,X,X,BH,X,X,X,X,X,BP,BK,X,X,X,BP,X,X,X,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.008780451624079257
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,X,WP,X,X,BKB,X,X,X,BH,X,X,X,X,X,BP,WP,X,X,X,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.00798222874916296
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,X,WP,X,X,BKB,X,WP,X,BH,X,X,X,X,X,BP,BP,X,X,X,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.007256571590148145
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,X,WP,X,X,BKB,X,WP,X,WP,X,X,X,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.00659688326377104
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,WP,WP,X,X,BKB,X,WP,X,X,X,X,X,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.005997166603428218
"X,WK,X,X,X,X,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,WP,WP,X,X,WQB,X,WP,X,X,X,X,BKB,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.005451969639480198
"X,WK,X,X,X,WQB,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,BP,X,WP,WP,X,X,X,X,WP,X,X,X,X,BKB,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.004956336035891089
"X,WK,X,X,X,WQB,WH,WR,X,WKB,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,WP,X,WP,WP,X,X,X,BP,WP,X,X,X,X,BKB,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.004505760032628262
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,WP,X,WP,WP,X,X,X,BP,WP,X,X,X,X,BKB,X,X,BP,BP,X,X,BH,BP,X,X,BK,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.004096145484207511
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,X,WP,X,WP,WP,X,X,X,BP,WP,X,X,X,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.0037237686220068277
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,X,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BQ,X,X,BQB,X,BR",-0.0033852442018243887
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,X,X,X,WQ,X,X,X,X,WP,X,X,WP,WR,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,X,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,X,BQ,X,BQB,X,BR",-0.003077494728931262
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,WP,X,X,WQ,X,X,X,X,X,X,X,WP,WR,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,X,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,X,BQ,X,BQB,X,BR",-0.0027977224808466016
"X,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,WP,X,X,WQ,X,X,X,X,X,X,X,WP,WR,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,BQ,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,X,X,X,BQB,X,BR",-0.0025433840734969105
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,X,X,WQ,X,X,X,X,X,X,X,WP,BP,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,BQ,X,BKB,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,X,X,X,BQB,X,BR",-0.0023121673395426457
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,X,X,WQ,X,X,X,X,X,X,X,WP,BP,WP,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,BQ,X,X,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.002101970308675132
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,X,X,WQ,X,WP,X,X,X,X,X,WP,BP,X,WP,WP,X,WP,WP,X,X,X,BP,BH,X,X,BQ,X,X,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0019108820987955746
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,X,X,WQ,X,WP,X,X,X,X,X,WP,BP,BH,WP,WP,X,WP,WP,X,X,X,BP,X,X,X,BQ,X,X,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.001737165544359613
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,WQ,X,X,X,WP,X,X,X,X,X,WP,BP,BH,WP,WP,X,WP,WP,X,X,X,BP,X,X,X,BQ,X,X,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0015792414039632846
"X,WK,WKB,X,X,WQB,WH,WR,WR,X,X,WH,WP,WQ,X,X,X,WP,X,X,X,X,X,WP,BP,X,WP,WP,X,WP,WP,X,X,X,BP,X,X,X,BQ,X,BH,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0014356740036029858
"WR,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,WP,WQ,X,X,X,WP,X,X,X,X,X,WP,BP,X,WP,WP,X,WP,WP,X,X,X,BP,X,X,X,BQ,X,BH,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0013051581850936234
"WR,WK,WKB,X,X,WQB,WH,WR,X,X,X,WH,WP,WQ,X,X,X,WP,X,X,X,X,X,WP,WP,X,WP,WP,X,WP,WP,X,X,BP,BP,X,X,X,BQ,X,BH,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.001186507440994203
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,X,X,WP,X,X,X,X,X,WP,WP,X,WP,WP,X,WP,WP,X,X,BP,BP,X,X,X,BQ,X,BH,X,BK,BP,BP,X,X,BH,BP,X,X,X,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0010786431281765482
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,X,X,WP,X,X,X,X,X,WP,WP,X,WP,WP,X,WP,WP,X,X,BP,BP,X,X,X,BQ,X,BH,X,BK,X,BP,X,X,BH,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.00098058466197868
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,X,X,WP,X,X,X,X,WP,WP,WP,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,X,BQ,X,BH,X,BK,X,BP,X,X,BH,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0008914406017988
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,X,X,WP,X,X,X,X,WP,WP,WP,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,X,X,X,BH,X,BK,X,BP,BQ,X,BH,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0008104005470898181
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,WP,X,WP,X,X,X,X,WP,X,WP,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,X,X,X,BH,X,BK,X,BP,BQ,X,BH,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0007367277700816527
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,WP,X,WP,X,X,X,X,WP,X,WP,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,BH,X,X,BH,X,BK,X,BP,BQ,X,X,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0006697525182560479
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,WP,WP,WP,X,X,X,X,WP,X,X,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,BH,X,X,BH,X,BK,X,BP,BQ,X,X,BP,X,X,BP,X,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0006088659256873162
"WR,WK,WKB,X,WQ,WQB,WH,WR,X,X,X,WH,WP,X,X,WP,WP,WP,X,X,X,X,WP,X,X,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,BH,X,X,BH,X,BK,X,BP,X,X,X,BP,X,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0005535144778975601
"WR,WK,X,X,WQ,WQB,WH,WR,X,WKB,X,WH,WP,X,X,WP,WP,WP,X,X,X,X,WP,X,X,X,WP,WP,X,WP,X,X,X,BP,BP,X,X,BH,X,X,BH,X,BK,X,BP,X,X,X,BP,X,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0005031949799068728
"WR,WK,X,X,WQ,WQB,WH,WR,X,WKB,X,WH,WP,X,X,WP,WP,WP,X,X,X,X,WP,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,BH,X,X,BH,X,BK,X,BP,X,X,X,BP,BP,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.00045744998173352067
"WR,WK,X,X,WQ,WQB,WH,WR,X,WKB,X,WH,WP,X,WP,WP,WP,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,BH,X,X,BH,X,BK,X,BP,X,X,X,BP,BP,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.00041586361975774603
"WR,WK,X,X,WQ,WQB,WH,WR,X,WKB,X,WH,WP,X,WP,WP,WP,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,BP,X,X,BH,BP,BP,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.00037805783614340544
"WR,WK,X,X,WQ,WQB,WH,WR,WP,WKB,X,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,BP,X,X,BH,BP,BP,X,BP,BQ,BP,BP,BP,BR,X,BKB,X,X,BQB,X,BR",-0.0003436889419485504
"WR,WK,X,X,WQ,WQB,WH,WR,WP,WKB,X,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,BP,X,X,BH,BP,BP,X,BP,X,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.00031244449268050034
"WR,X,X,X,WQ,WQB,WH,WR,WP,WKB,WK,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,BP,X,X,BH,BP,BP,X,BP,X,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.0002840404478913639
"WR,X,X,X,WQ,WQB,WH,WR,WP,WKB,WK,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,BP,X,X,BH,BP,BP,BH,BP,X,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.000258218588992149
"WR,X,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,BP,X,X,BH,BP,BP,BH,BP,X,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.00023474417181104453
"WR,X,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WH,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,BH,BP,BP,BH,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.000213403792555495
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,X,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,BH,BP,BP,BH,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,X,BR",-0.00019400344777772272
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,X,WP,X,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,WP,X,WP,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,BP,BP,BH,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00017636677070702065
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,X,WP,X,WP,WP,X,WP,X,X,X,WP,X,X,X,X,WP,WP,X,X,X,X,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,BP,BP,BH,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00016033342791547332
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,X,WP,X,WP,WP,X,WP,X,X,X,WP,X,X,X,X,WP,WP,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00014575766174133937
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WP,WP,X,WP,WP,X,WP,X,X,X,WP,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,BK,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00013250696521939942
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WP,WP,X,WP,WP,X,WP,X,X,X,WP,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,X,X,X,X,X,X,BP,BP,BK,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00012046087747218128
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,X,X,X,X,X,X,BP,BP,BK,BP,BP,BP,BP,BP,BR,X,BKB,X,BQ,BQB,BH,BR",-0.00010950988861107388
"WR,WH,X,WK,WQ,WQB,WH,WR,WP,WKB,X,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,X,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,X,BKB,BK,BQ,BQB,BH,BR",-9.955444419188534e-05
"WR,WH,WKB,WK,WQ,WQB,WH,WR,WP,X,X,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,BH,X,X,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,X,BKB,BK,BQ,BQB,BH,BR",-9.050404017444122e-05
"WR,WH,WKB,WK,WQ,WQB,WH,WR,WP,X,X,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,BH,BKB,BK,BQ,BQB,BH,BR",-8.227640015858291e-05
"WR,WH,WKB,WK,WQ,WQB,WH,WR,WP,X,WP,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,BP,X,BP,BP,BP,BP,BP,BR,BH,BKB,BK,BQ,BQB,BH,BR",-7.479672741689356e-05
"WR,WH,WKB,WK,WQ,WQB,WH,WR,WP,X,WP,WP,WP,WP,WP,WP,X,WP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,BP,BP,BP,BP,BP,BP,BP,BR,BH,BKB,BK,BQ,BQB,BH,BR",-6.799702492444869e-05
"X,X,WK,X,BR,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,WQ,X,X",-100.0
"X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,X,BK,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,WQ,X,X",-90.9090909090909
"X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,X,BK,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,WQ,X,X,X,X",-82.64462809917354
"X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,BK,X,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,WQ,X,X,X,X",-75.13148009015777
"X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,BK,X,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,WP,X,X,BH,X,X,X,X,X,X,X,X",-68.30134553650706
"X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,X,X,X,X,BK,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,WP,X,X,BH,X,X,X,X,X,X,X,X",-62.0921323059155
"X,X,X,WK,X,X,X,X,X,X,X,X,BP,X,X,X,X,X,BK,X,X,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,WP,X,X,BH,X,X,X,X,X,X,X,X",-56.44739300537772
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,BP,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,WP,X,X,BH,X,X,X,X,X,X,X,X",-51.31581182307065
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,BP,X,WR,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,X,X,X",-46.650738020973314
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,X,BK,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,X,X,X",-42.40976183724847
"X,X,X,X,X,X,X,X,X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,X,BK,X,X,X,X,BH,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,X,X,X",-38.55432894295315
"X,X,X,X,X,X,X,X,X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,BH,BK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,WP,X,X,BH,X,X,X,X,X,X,X,X",-35.04938994813922
"X,X,X,X,X,X,X,X,X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,BH,BK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-31.863081771035652
"X,X,X,X,X,X,X,X,X,X,WK,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,BH,X,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-28.96643797366877
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BP,X,WR,X,X,X,BH,X,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-26.33312543060797
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,BP,X,WR,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-23.939204936916337
"X,X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,BP,X,WR,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-21.76291357901485
"X,X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,WR,X,X,X,X,X,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,WP,WP,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-19.784466890013498
"X,X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,WR,X,X,X,X,X,BP,X,X,X,X,X,X,BK,WP,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-17.98587899092136
"X,X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,WR,X,X,X,BK,X,BP,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-16.35079908265578
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,WR,X,X,X,BK,X,BP,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-14.864362802414345
"X,X,X,WK,X,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,WR,X,X,X,X,X,BP,X,X,X,X,X,X,BK,WP,X,X,X,X,X,X,WP,X,X,X,X,X,X,X,X,X,X,X,BH,X,X,X,X,X,X,X,X",-13.51305709310395
