,weight
"X,WQ,WK,X,WR,WQB,X,X,WR,X,WH,BH,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,X,BQ,BK,X,X,X,X,BKB,X,X,X,X,X,X,X",2.940834937055149
"X,WQ,WK,X,WR,WQB,X,X,WR,X,WH,BH,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",2.6734863064137717
"X,WQ,X,X,WR,WQB,X,X,WR,WK,WH,BH,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",2.4304420967397924
"X,WQ,X,X,WR,WQB,X,X,WR,WK,WH,BH,X,X,X,X,X,X,X,X,X,X,BP,X,X,X,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",2.209492815217993
"X,WQ,X,X,WR,WQB,X,X,WR,X,WH,BH,X,X,X,X,X,WK,X,X,X,X,BP,X,X,X,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",2.008629832016357
"X,WQ,X,X,WR,WQB,X,X,WR,X,WH,X,X,X,X,X,X,WK,X,X,X,X,BP,X,X,X,WP,X,BH,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.8260271200148699
"X,WQ,X,X,WR,WQB,X,X,WR,X,X,X,X,X,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,X,BH,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.6600246545589725
"X,WQ,X,X,WR,WQB,X,X,WR,X,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,X,X,X,X,X,X,BH,X,WP,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.5091133223263384
"X,WQ,X,X,WR,WQB,X,X,WR,X,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,X,BH,X,X,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,BQ,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.371921202114853
"X,WQ,X,X,WR,WQB,X,X,WR,X,X,X,X,BH,X,X,X,WK,X,X,X,X,BP,X,X,WH,WP,WP,X,X,X,X,BQ,BH,X,X,WP,X,BP,X,X,X,X,BP,BR,X,X,BQB,BR,BKB,X,BK,X,X,X,X,X,X,X,X,X,X,X,X",1.2472010928316846
