,weight
"X,WK,X,X,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,X,WQB,X,X,X,BP,X,X,X,WP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,BR,X,X,X,X,X,BQB",-0.044380531822726645
"X,WK,X,WQB,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,WP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,BR,X,X,X,X,X,BQB",-0.04034593802066058
"X,WK,X,WQB,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,WP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.0366781254733278
"X,WK,X,X,X,X,WKB,X,X,X,WQB,WR,X,X,X,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,WP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.033343750430298
"X,WK,X,X,X,X,WKB,X,X,X,WQB,WR,X,X,X,X,X,X,BQ,X,X,X,X,X,X,BP,X,X,X,WP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.030312500391179994
"X,WK,X,X,X,X,WKB,X,X,X,WQB,WR,X,X,X,X,X,X,BQ,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.027556818537436356
"X,WK,X,X,X,X,WKB,X,X,X,WQB,WR,X,X,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.02505165321585123
"X,WK,X,X,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,BK,X,X,BP,X,X,X,X,X,X,X,X,X,WQB,X,X,X,X,X,X,X,BQB",-0.022774230196228387
"X,WK,X,X,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,X,X,X,X,BK,X,X,X,X,WQB,X,X,X,X,X,X,X,BQB",-0.020703845632934897
"X,WK,X,X,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,WQB,X,X,X,BK,X,X,X,X,X,X,X,X,X,X,X,X,BQB",-0.018821677848122633
"X,WK,X,X,X,X,WKB,X,X,X,X,WR,X,X,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,WQB,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,X,BQB",-0.01711061622556603
"X,WK,X,X,X,X,WKB,X,X,X,X,X,X,WR,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,WQB,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,X,BQB",-0.015555105659605481
"X,WK,X,X,X,X,WKB,X,X,X,X,X,X,WR,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,WQB,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,BQB",-0.01414100514509589
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,X,WR,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,BR,X,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,BQB",-0.012855459222814444
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,X,WR,X,X,BQ,X,X,X,WP,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,BQB",-0.011686781111649494
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,WP,WR,X,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,X,X,X,X,X,X,X,BK,X,X,BQB",-0.010624346465135902
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,WP,WR,X,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.009658496786487183
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,BQ,X,X,X,X,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.008780451624079257
"X,WK,X,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,X,X,X,X,X,X,X,BQ,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.00798222874916296
"X,X,WK,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,X,X,X,X,X,X,X,BQ,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.007256571590148145
"X,X,WK,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,X,BQ,X,X,X,X,X,X,X,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,WH,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.00659688326377104
"X,X,WK,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,BR,X,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.005997166603428218
"X,X,WK,X,X,X,WKB,X,X,X,WQB,X,WP,X,WR,X,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,BR,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.005451969639480198
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,WR,X,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,BR,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,X,X,X,X,BQB",-0.004956336035891089
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,WR,X,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,WQ,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,BR,X,X,X,BQB",-0.004505760032628262
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,WQ,X,BP,X,X,X,X,X,X,X,BK,X,X,X,X,X,BR,X,X,X,BQB",-0.004096145484207511
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,BQ,X,X,X,X,X,X,WH,BP,X,X,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,WQ,X,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,X,X,BQB",-0.0037237686220068277
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,BQ,X,X,X,X,X,X,WH,BP,X,WQ,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,X,X,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,X,X,BQB",-0.0033852442018243887
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,WH,BP,X,WQ,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,X,X,BP,X,X,X,X,X,X,BK,BQ,X,X,X,X,X,BR,X,X,X,BQB",-0.003077494728931262
"X,X,WK,X,X,X,X,X,X,WH,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,X,WQ,X,BP,BP,WP,WP,BR,X,X,X,X,X,X,BP,X,WP,X,X,BP,X,X,X,X,X,X,BK,BQ,X,X,X,X,X,BR,X,X,X,BQB",-0.0027977224808466016
"X,X,WK,X,X,X,X,X,X,WH,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,X,WQ,X,BP,BP,WP,WP,X,X,X,X,X,X,X,BP,X,WP,X,X,BP,X,X,X,X,X,X,BK,BQ,X,X,X,BR,X,BR,X,X,X,BQB",-0.0025433840734969105
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,BP,WP,WP,X,X,X,X,X,X,X,BP,X,WP,X,X,BP,X,X,X,X,X,X,BK,BQ,X,X,X,BR,X,BR,X,X,X,BQB",-0.0023121673395426457
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,BP,WP,WP,X,X,X,X,X,X,X,BP,X,WP,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,BR,X,X,X,BQB",-0.002101970308675132
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,BP,WP,WP,X,WP,X,X,X,X,X,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,BR,X,X,X,BQB",-0.0019108820987955746
"X,X,WK,X,X,X,X,X,X,X,WQB,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,WP,WP,WP,X,WP,X,X,X,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,BR,X,X,X,BQB",-0.001737165544359613
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,WQB,X,X,X,X,X,BP,WH,WQ,X,BP,WP,WP,WP,X,WP,X,X,X,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,BR,X,X,X,BQB",-0.0015792414039632846
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,WQB,X,X,X,X,X,BP,WH,WQ,X,BP,WP,WP,WP,X,WP,X,X,X,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,X,X,BR,X,BQB",-0.0014356740036029858
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,WP,WP,WP,X,WP,X,X,WQB,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,BR,X,X,X,BR,X,BQB",-0.0013051581850936234
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,WQ,X,BP,WP,WP,WP,X,WP,X,X,WQB,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.001186507440994203
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,WQ,WQB,X,BP,BP,X,X,X,BQ,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0010786431281765482
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,WQ,WQB,X,BP,BP,BQ,X,X,X,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.00098058466197868
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,WQ,X,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,BP,WQB,X,BP,BP,BQ,X,X,X,BP,X,X,X,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0008914406017988
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,WQ,X,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0008104005470898181
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,WQ,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0007367277700816527
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,WQ,X,X,X,BP,WH,X,X,BP,WP,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,X,BK,X,X,X,X,X,BR,X,BR,X,BQB",-0.0006697525182560479
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,WQ,WP,X,X,BP,WH,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,X,BK,X,X,X,X,X,BR,X,BR,X,BQB",-0.0006088659256873162
"X,X,WK,X,X,X,X,X,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,WQ,WP,X,X,BP,WH,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0005535144778975601
"X,X,WK,X,X,X,X,WQ,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,WP,X,X,BP,WH,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,BQ,X,X,X,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.0005031949799068728
"X,X,WK,X,X,X,X,WQ,X,X,X,X,WP,WKB,X,WR,X,X,X,X,X,X,WP,X,X,BP,WH,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,BQ,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.00045744998173352067
"X,X,WK,X,X,X,X,WQ,X,X,X,X,WP,WKB,X,WR,WH,X,X,X,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,BQ,BK,X,X,X,X,X,X,BR,X,BR,X,BQB",-0.00041586361975774603
"X,X,WK,X,X,X,X,WQ,X,X,X,X,WP,WKB,X,WR,WH,X,X,X,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,BQ,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.00037805783614340544
"X,X,WK,WQ,X,X,X,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,X,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,BQ,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.0003436889419485504
"X,X,WK,WQ,X,X,X,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,X,X,X,WP,X,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,WQB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.00031244449268050034
"X,X,WK,WQ,X,X,X,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,X,X,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.0002840404478913639
"X,X,WK,WQ,X,X,X,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,BR,X,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,X,X,BR,X,X",-0.000258218588992149
"X,X,WK,BH,X,X,WQ,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,BR,X,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,X,X,BR,X,X",-0.00023474417181104453
"X,X,WK,WR,X,X,WQ,X,X,X,X,X,WP,WKB,X,WR,WH,X,X,BR,BH,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,X,X,BR,X,X",-0.000213403792555495
"X,WH,WK,WR,X,X,WQ,X,X,X,X,X,WP,WKB,X,WR,X,X,X,BR,BH,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,X,X,BR,X,X",-0.00019400344777772272
"X,WH,WK,WR,X,X,WQ,X,X,X,X,X,WP,WKB,X,WR,X,X,X,WP,BH,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.00017636677070702065
"X,WH,X,WR,X,X,WQ,X,X,X,X,WK,WP,WKB,X,WR,X,X,X,WP,BH,X,WP,WQB,BQ,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,X,BR,X,X",-0.00016033342791547332
"X,WH,X,WR,X,X,WQ,X,X,X,X,WK,WP,WKB,X,WR,X,X,X,WP,BH,X,WP,WQB,X,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,BQ,BR,X,X",-0.00014575766174133937
"X,WH,X,WR,X,WQB,WQ,X,X,X,X,WK,WP,WKB,X,WR,X,X,X,WP,BH,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,X,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,BQ,BR,X,X",-0.00013250696521939942
"X,WH,X,WR,X,WQB,WQ,X,X,X,X,WK,WP,WKB,X,WR,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,BQ,BR,X,X",-0.00012046087747218128
"X,WH,X,WR,X,WQB,WQ,WR,X,X,X,WK,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,BP,X,X,X,X,BP,X,X,X,X,X,X,BK,X,BQB,X,X,X,X,BR,BQ,BR,X,X",-0.00010950988861107388
"X,WH,X,WR,X,WQB,WQ,WR,X,X,X,WK,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,BP,X,X,X,X,BP,X,BQB,X,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-9.955444419188534e-05
"X,WH,WK,WR,X,WQB,WQ,WR,X,X,X,X,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,BP,X,X,X,X,BP,X,BQB,X,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-9.050404017444122e-05
"X,WH,WK,WR,X,WQB,WQ,WR,X,X,X,X,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,X,X,X,X,X,BP,X,BQB,BP,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-8.227640015858291e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,BP,X,WP,WP,X,WP,BH,BP,BKB,X,BP,X,X,X,X,X,BP,X,BQB,BP,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-7.479672741689356e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,X,BP,X,X,X,WP,X,WP,WP,X,WP,BH,BP,BKB,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-6.799702492444869e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,BH,BP,BKB,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,X,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-6.181547720404426e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,X,X,X,X,X,WP,X,X,WP,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,BKB,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,BH,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-5.619588836731295e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,WP,X,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,BKB,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,BH,X,BK,X,X,X,X,X,X,BR,BQ,BR,X,X",-5.108717124301177e-05
"X,WH,WK,X,X,WQB,WQ,WR,X,X,X,WR,WP,WKB,WP,X,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,X,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,BH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-4.644288294819251e-05
"X,WH,WK,X,X,WQB,WQ,X,X,X,X,WR,WP,WKB,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,X,BP,BP,X,X,X,X,X,BP,X,BQB,BP,X,BH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-4.2220802680175005e-05
"X,WH,WK,X,X,WQB,WQ,X,X,X,X,WR,WP,WKB,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,X,X,X,X,BP,BP,BQB,BP,X,BH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-3.838254789106818e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,X,X,X,WP,WKB,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,X,X,X,X,BP,BP,BQB,BP,X,BH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-3.489322535551652e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,X,X,X,WP,WKB,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,X,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,X,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,BH,X,BKB,BR,BQ,BR,X,X",-3.1721113959560474e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,X,X,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,WKB,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,X,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,BH,X,BKB,BR,BQ,BR,X,X",-2.8837376326873156e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,X,X,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,WKB,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,BH,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-2.6215796660793777e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,WKB,X,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,BP,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,BH,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,X,X,BKB,BR,BQ,BR,X,X",-2.383254241890343e-05
"X,WH,WK,X,X,WQB,WQ,X,WR,WKB,X,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,BP,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,BH,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,X,X,BKB,BR,BQ,X,X,BR",-2.1665947653548573e-05
"X,WH,X,X,X,WQB,WQ,X,WR,WKB,WK,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,BP,X,WP,X,WP,X,X,WP,X,BP,X,X,BP,X,BH,X,X,X,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,X,X,BKB,BR,BQ,X,X,BR",-1.969631604868052e-05
"X,WH,X,X,X,WQB,WQ,X,WR,WKB,WK,X,WP,X,WP,WR,X,X,X,WP,X,X,X,X,WP,BP,X,BP,X,WP,X,WP,X,X,WP,X,X,X,X,BP,X,BH,X,X,BP,BP,BP,BQB,BP,X,WH,X,BK,X,X,X,X,X,BKB,BR,BQ,X,X,BR",-1.7905741862436833e-05
